Date,Open,High,Low,Close,Adj Close,Volume
2023-02-22,197.92999267578125,201.99000549316406,191.77999877929688,200.86000061035156,200.86000061035156,191828500
2023-02-23,203.91000366210938,205.13999938964844,196.3300018310547,202.07000732421875,202.07000732421875,146360000
2023-02-24,196.3300018310547,197.6699981689453,192.8000030517578,196.8800048828125,196.8800048828125,142228100
2023-02-27,202.02999877929688,209.4199981689453,201.25999450683594,207.6300048828125,207.6300048828125,161028300
2023-02-28,210.58999633789062,211.22999572753906,203.75,205.7100067138672,205.7100067138672,153144900
2023-03-01,206.2100067138672,207.1999969482422,198.52000427246094,202.77000427246094,202.77000427246094,156852800
2023-03-02,186.74000549316406,193.75,186.00999450683594,190.89999389648438,190.89999389648438,181500700
2023-03-03,194.8000030517578,200.47999572753906,192.8800048828125,197.7899932861328,197.7899932861328,154193300
2023-03-06,198.5399932861328,198.60000610351562,192.3000030517578,193.80999755859375,193.80999755859375,128100100
2023-03-07,191.3800048828125,194.1999969482422,186.10000610351562,187.7100067138672,187.7100067138672,148125800
2023-03-08,185.0399932861328,186.5,180.0,182.0,182.0,151897800
2023-03-09,180.25,185.17999267578125,172.50999450683594,172.9199981689453,172.9199981689453,170023800
2023-03-10,175.1300048828125,178.2899932861328,168.44000244140625,173.44000244140625,173.44000244140625,191488900
2023-03-13,167.4600067138672,177.35000610351562,163.91000366210938,174.47999572753906,174.47999572753906,167790300
2023-03-14,177.30999755859375,183.8000030517578,177.13999938964844,183.25999450683594,183.25999450683594,143717900
2023-03-15,180.8000030517578,182.33999633789062,176.02999877929688,180.4499969482422,180.4499969482422,145995600
2023-03-16,180.3699951171875,185.80999755859375,178.83999633789062,184.1300048828125,184.1300048828125,121136800
2023-03-17,184.52000427246094,186.22000122070312,177.3300018310547,180.1300048828125,180.1300048828125,133197100
2023-03-20,178.0800018310547,186.44000244140625,176.35000610351562,183.25,183.25,129684400
2023-03-21,188.27999877929688,198.0,188.0399932861328,197.5800018310547,197.5800018310547,153391400
2023-03-22,199.3000030517578,200.66000366210938,190.9499969482422,191.14999389648438,191.14999389648438,150376400
2023-03-23,195.25999450683594,199.30999755859375,188.64999389648438,192.22000122070312,192.22000122070312,144193900
2023-03-24,191.64999389648438,192.36000061035156,187.14999389648438,190.41000366210938,190.41000366210938,116312400
2023-03-27,194.4199981689453,197.38999938964844,189.94000244140625,191.80999755859375,191.80999755859375,120851600
2023-03-28,192.0,192.35000610351562,185.42999267578125,189.19000244140625,189.19000244140625,98654600
2023-03-29,193.1300048828125,195.2899932861328,189.44000244140625,193.8800048828125,193.8800048828125,123660000
2023-03-30,195.5800018310547,197.3300018310547,194.4199981689453,195.27999877929688,195.27999877929688,110252200
2023-03-31,197.52999877929688,207.7899932861328,197.1999969482422,207.4600067138672,207.4600067138672,170222100
2023-04-03,199.91000366210938,202.69000244140625,192.1999969482422,194.77000427246094,194.77000427246094,169545900
2023-04-04,197.32000732421875,198.74000549316406,190.32000732421875,192.5800018310547,192.5800018310547,126463800
2023-04-05,190.52000427246094,190.67999267578125,183.75999450683594,185.52000427246094,185.52000427246094,133882500
2023-04-06,183.0800018310547,186.38999938964844,179.74000549316406,185.05999755859375,185.05999755859375,123857900
2023-04-10,179.94000244140625,185.10000610351562,176.11000061035156,184.50999450683594,184.50999450683594,142154600
2023-04-11,186.69000244140625,189.19000244140625,185.64999389648438,186.7899932861328,186.7899932861328,115770900
2023-04-12,190.74000549316406,191.5800018310547,180.30999755859375,180.5399932861328,180.5399932861328,150256300
2023-04-13,182.9600067138672,186.5,180.94000244140625,185.89999389648438,185.89999389648438,112933000
2023-04-14,183.9499969482422,186.27999877929688,182.00999450683594,185.0,185.0,96438700
2023-04-17,186.32000732421875,189.69000244140625,182.69000244140625,187.0399932861328,187.0399932861328,116662200
2023-04-18,187.14999389648438,187.69000244140625,183.5800018310547,184.30999755859375,184.30999755859375,92067000
2023-04-19,179.10000610351562,183.5,177.64999389648438,180.58999633789062,180.58999633789062,125732700
2023-04-20,166.1699981689453,169.6999969482422,160.55999755859375,162.99000549316406,162.99000549316406,210970800
2023-04-21,164.8000030517578,166.0,161.32000732421875,165.0800018310547,165.0800018310547,123539000
2023-04-24,164.64999389648438,165.64999389648438,158.61000061035156,162.5500030517578,162.5500030517578,140006600
2023-04-25,159.82000732421875,163.47000122070312,158.75,160.6699981689453,160.6699981689453,121999300
2023-04-26,160.2899932861328,160.6699981689453,153.13999938964844,153.75,153.75,153364100
2023-04-27,152.63999938964844,160.47999572753906,152.3699951171875,160.19000244140625,160.19000244140625,127015200
2023-04-28,160.89999389648438,165.0,157.32000732421875,164.30999755859375,164.30999755859375,122515800
2023-05-01,163.1699981689453,163.27999877929688,158.8300018310547,161.8300018310547,161.8300018310547,109015000
2023-05-02,161.8800048828125,165.49000549316406,158.92999267578125,160.30999755859375,160.30999755859375,128259700
2023-05-03,160.00999450683594,165.0,159.91000366210938,160.61000061035156,160.61000061035156,119728000
2023-05-04,162.7100067138672,162.9499969482422,159.64999389648438,161.1999969482422,161.1999969482422,95108500
2023-05-05,163.97000122070312,170.7899932861328,163.50999450683594,170.05999755859375,170.05999755859375,107440900
2023-05-08,173.72000122070312,173.8000030517578,169.19000244140625,171.7899932861328,171.7899932861328,112249400
2023-05-09,168.9499969482422,169.82000732421875,166.55999755859375,169.14999389648438,169.14999389648438,88965000
2023-05-10,172.5500030517578,174.42999267578125,166.67999267578125,168.5399932861328,168.5399932861328,119840700
2023-05-11,168.6999969482422,173.57000732421875,166.7899932861328,172.0800018310547,172.0800018310547,103889900
2023-05-12,176.07000732421875,177.3800048828125,167.22999572753906,167.97999572753906,167.97999572753906,157577100
2023-05-15,167.66000366210938,169.75999450683594,164.5500030517578,166.35000610351562,166.35000610351562,105592500
2023-05-16,165.64999389648438,169.52000427246094,164.35000610351562,166.52000427246094,166.52000427246094,98288800
2023-05-17,168.41000366210938,174.5,167.19000244140625,173.86000061035156,173.86000061035156,125473600
2023-05-18,174.22000122070312,177.05999755859375,172.4499969482422,176.88999938964844,176.88999938964844,109520300
2023-05-19,177.1699981689453,181.9499969482422,176.30999755859375,180.13999938964844,180.13999938964844,136024200
2023-05-22,180.6999969482422,189.32000732421875,180.11000061035156,188.8699951171875,188.8699951171875,132001400
2023-05-23,186.1999969482422,192.9600067138672,185.25999450683594,185.77000427246094,185.77000427246094,156952100
2023-05-24,182.22999572753906,184.22000122070312,178.22000122070312,182.89999389648438,182.89999389648438,137605100
2023-05-25,186.5399932861328,186.77999877929688,180.5800018310547,184.47000122070312,184.47000122070312,96870700
2023-05-26,184.6199951171875,198.60000610351562,184.52999877929688,193.1699981689453,193.1699981689453,162061500
2023-05-30,200.10000610351562,204.47999572753906,197.52999877929688,201.16000366210938,201.16000366210938,128818700
2023-05-31,199.77999877929688,203.9499969482422,195.1199951171875,203.92999267578125,203.92999267578125,150711700
